id,price_doc
30474,5797426.744178
30475,8637823.533762
30476,5620419.850100
30477,6029004.876501
30478,5377112.072526
30479,8362264.313354
30480,4540978.093921
30481,4241073.171774
30482,4914019.115790
30483,5012826.045712
30484,6735293.073371
30485,5270894.795673
30486,4007591.495245
30487,4061450.827841
30488,6186494.171265
30489,6239893.770100
30490,18673639.239936
30491,18748251.147400
30492,5931655.084079
30493,13677091.444836
30494,7181806.308583
30495,11676883.141779
30496,9066272.205225
30497,8250223.337844
30498,4741468.636874
30499,8170120.570659
30500,11497354.486264
30501,7219977.040269
30502,3394400.314379
30503,6859663.150449
30504,6192111.225856
30505,11746540.464879
30506,3375582.809084
30507,5013597.434407
30508,5644950.102896
30509,7741901.751453
30510,9580522.041664
30511,6804054.530649
30512,6603374.471744
30513,4517814.155745
30514,3747846.156582
30515,9881332.170105
30516,6077165.545026
30517,11677058.747699
30518,7668067.036000
30519,4815328.803498
30520,7004799.464806
30521,6094769.404262
30522,7984571.941099
30523,6690404.292871
30524,10834408.560944
30525,10774721.652941
30526,5244201.007631
30527,5094844.088515
30528,6970465.906571
30529,6977917.542515
30530,6411580.165366
30531,14946701.475179
30532,5023171.409575
30533,11249649.516362
30534,7211095.126356
30535,9718131.804439
30536,5987812.067939
30537,12082152.145729
30538,5206720.238921
30539,8127148.182654
30540,9898817.509302
30541,6167498.832835
30542,2049544.562456
30543,5940706.291482
30544,7294452.624892
30545,8736450.662902
30546,4232342.618836
30547,8920781.438202
30548,4818971.404452
30549,5404116.719960
30550,12210562.128020
30551,5305368.224910
30552,1964488.080006
30553,7365283.772634
30554,11118305.292979
30555,6581181.078474
30556,9575962.828392
30557,8111328.700664
30558,9650304.520284
30559,6953421.727779
30560,6562923.150782
30561,7329754.570396
30562,11135612.679101
30563,4179290.295734
30564,7535575.972209
30565,6954618.368926
30566,7512846.262049
30567,2000704.771714
30568,10257895.208534
30569,10027102.131590
30570,6874577.610321
30571,7716776.236486
30572,5190747.138589
30573,6791457.063164
30574,6509263.145600
30575,8141312.342436
30576,5000003.319933
30577,4376563.328106
30578,3464733.477586
30579,7518787.956838
30580,4836575.218374
30581,5689586.092384
30582,13411372.919879
30583,7363515.422982
30584,4747701.817086
30585,2894932.194757
30586,9312486.839531
30587,5983976.043398
30588,8501697.607001
30589,7875681.390984
30590,12503313.458840
30591,5517018.520220
30592,6950626.188849
30593,8009460.381352
30594,6668620.454893
30595,5937372.396890
30596,6959731.484309
30597,6786582.092584
30598,9845687.492173
30599,10761353.779959
30600,5499226.147552
30601,6561722.941609
30602,1770918.994825
30603,12552201.532836
30604,4836418.075947
30605,7026902.110294
30606,21568611.962829
30607,6745372.965386
30608,8953347.001823
30609,6260331.341210
30610,3273522.126966
30611,5716479.237494
30612,7689455.231609
30613,8884531.641943
30614,17840932.416114
30615,8019138.324848
30616,5881765.647859
30617,9712490.873885
30618,5266478.059084
30619,4525528.157165
30620,2922262.824877
30621,9212762.653960
30622,8528811.920549
30623,6388765.511419
30624,6828220.415824
30625,7905534.024097
30626,6677373.202956
30627,7836741.397962
30628,6711705.442408
30629,5427672.465253
30630,4220791.440424
30631,6403765.856046
30632,4426191.342799
30633,6425357.115439
30634,11530030.058007
30635,9885109.007469
30636,5774349.438926
30637,9800446.723978
30638,6179459.412420
30639,7773703.657870
30640,4610832.532017
30641,8648600.323409
30642,6839256.147725
30643,8281118.275889
30644,9852812.486407
30645,7694900.493664
30646,5571996.958261
30647,5090889.905327
30648,23894038.864164
30649,2521586.756855
30650,5252196.013456
30651,3508718.291729
30652,4743608.009928
30653,8141368.154425
30654,4803053.389841
30655,14650531.956007
30656,4058776.129579
30657,6607476.600780
30658,9445451.687279
30659,5098837.003224
30660,8936495.064743
30661,6943170.014619
30662,8401535.003346
30663,16644648.598129
30664,12600009.898707
30665,6437317.012294
30666,2870393.086537
30667,4104273.413162
30668,8689181.446951
30669,5199632.566274
30670,2785188.081534
30671,7700817.092478
30672,16857077.984871
30673,10861203.573584
30674,12441045.738714
30675,2037774.046059
30676,7326745.189989
30677,4540597.911724
30678,18298127.525693
30679,6015072.664715
30680,5200369.074389
30681,2584043.504376
30682,8929269.243036
30683,10064231.657736
30684,5235009.696925
30685,7150239.725844
30686,9229980.004064
30687,5259509.394439
30688,4652641.855879
30689,15238903.358893
30690,24869878.006407
30691,4693616.192601
30692,6494611.552744
30693,11907419.709043
30694,5848457.767819
30695,7687911.381251
30696,6780291.203216
30697,12695871.212486
30698,7846560.072354
30699,6125307.962158
30700,5322622.629128
30701,9849083.086017
30702,6429799.639109
30703,4031068.820969
30704,12035082.938971
30705,9467621.260084
30706,24429099.950243
30707,4037099.841113
30708,14615152.133114
30709,6374554.004136
30710,7259416.301901
30711,4993454.125337
30712,4237830.454731
30713,6506130.774589
30714,7388551.363745
30715,4015712.606328
30716,10052894.245381
30717,6731515.837788
30718,8843421.306820
30719,14407548.191050
30720,7496385.586216
30721,4882016.704529
30722,7387062.732799
30723,6494339.125207
30724,12051951.549750
30725,7033296.637320
30726,12086012.513657
30727,9892501.496388
30728,10833274.959001
30729,3727683.712375
30730,6366370.918449
30731,6702939.990404
30732,4585900.175000
30733,10136356.663107
30734,7328311.251061
30735,5753775.686448
30736,5359589.822411
30737,7134914.619757
30738,6497467.327606
30739,4737625.099569
30740,7275090.414675
30741,10828812.725912
30742,4418670.186784
30743,5263017.325466
30744,9483721.043341
30745,7391134.296546
30746,5885539.725408
30747,16449537.255650
30748,15664185.261571
30749,5114679.228414
30750,6593746.238764
30751,3358661.554040
30752,8386955.536655
30753,9812957.273666
30754,5953323.718841
30755,5102346.008239
30756,6075833.308766
30757,5591406.845996
30758,10875982.730281
30759,6416091.015991
30760,4488749.272244
30761,10052068.803430
30762,6696177.093469
30763,12430998.907886
30764,6241566.577546
30765,6224534.252086
30766,3861395.855175
30767,10329908.157162
30768,4657915.128733
30769,7661686.025830
30770,6342438.413551
30771,3158124.732209
30772,8748458.192394
30773,8186622.066856
30774,5908015.195472
30775,12369320.899045
30776,5959288.241374
30777,6210177.578339
30778,9509076.791681
30779,6909280.532267
30780,7965629.522374
30781,6908375.312220
30782,5541382.433045
30783,5552943.535269
30784,3821161.906997
30785,5566369.477294
30786,4423204.714870
30787,6485496.930830
30788,5870745.518336
30789,7773069.345506
30790,6731742.686629
30791,10406152.592887
30792,7416551.765478
30793,10571575.180328
30794,13120867.136979
30795,11456920.898499
30796,11763488.511531
30797,15089707.017629
30798,2919987.648461
30799,10691687.027938
30800,16051431.578607
30801,6533143.222159
30802,22741385.895493
30803,3063024.590711
30804,3933403.830936
30805,15056897.479086
30806,7356092.642620
30807,6321121.093727
