id,price_doc
30474,5673970.282295
30475,8424010.379769
30476,5525164.086127
30477,5933683.757663
30478,5295849.341707
30479,8211619.095505
30480,4533684.660781
30481,4225638.706938
30482,4855733.406373
30483,4973151.728262
30484,6587269.672506
30485,5194062.284507
30486,3984800.313533
30487,4068108.445330
30488,6043848.184001
30489,6166603.539479
30490,17620304.879687
30491,17649934.459420
30492,5870776.116621
30493,13185222.232569
30494,7028221.615141
30495,11233584.800327
30496,8861781.135195
30497,8056163.370609
30498,4647441.827996
30499,7900364.809245
30500,11147206.918172
30501,7050923.321926
30502,3401993.419018
30503,6566643.462935
30504,6076509.087390
30505,11432703.640431
30506,3327735.532967
30507,4974263.209011
30508,5671257.895369
30509,7526212.400563
30510,9249605.751527
30511,6621221.917158
30512,6459465.587523
30513,4532251.884687
30514,3657403.253515
30515,9525806.809860
30516,5960738.115115
30517,11349354.807236
30518,7362650.293964
30519,4772335.171318
30520,6813495.917556
30521,5954085.403740
30522,7777015.076556
30523,6523780.531475
30524,10502073.113155
30525,10101154.626955
30526,5193419.586157
30527,5079259.937759
30528,6710733.039957
30529,6746476.099041
30530,6250010.122779
30531,14305093.245719
30532,4937879.252196
30533,10813002.289944
30534,7096214.533311
30535,9394960.197619
30536,5864658.263313
30537,11612848.844030
30538,5103270.800491
30539,8438368.309398
30540,9572863.256030
30541,6084675.070489
30542,2092813.945473
30543,5760318.637215
30544,7103018.301505
30545,8417362.025177
30546,4241828.142891
30547,8690973.111937
30548,4800779.921811
30549,5297617.055823
30550,11688974.336183
30551,5247894.223545
30552,1993032.319311
30553,7146718.326423
30554,10701879.967922
30555,6538284.598421
30556,9313426.247723
30557,7719409.839621
30558,9374866.823178
30559,6704454.977670
30560,6366701.568532
30561,7150202.895081
30562,10810400.543091
30563,4334958.721787
30564,7266241.477391
30565,6908076.148732
30566,7382204.770126
30567,2041275.996881
30568,9882755.557430
30569,9632518.739503
30570,6694628.328071
30571,7520034.665949
30572,5143022.765908
30573,6627583.749416
30574,6307462.560091
30575,7826444.308087
30576,4864203.761434
30577,4458049.023648
30578,3432147.034901
30579,7359606.035967
30580,4824186.239700
30581,5524961.940213
30582,12663468.579234
30583,7284386.591287
30584,4655716.836805
30585,2904142.972576
30586,9065088.242923
30587,5972852.068202
30588,8149250.441251
30589,7662367.465555
30590,11976723.122130
30591,5427100.525566
30592,6820672.688663
30593,8144684.198341
30594,7022135.721372
30595,5745494.138701
30596,6807419.256283
30597,6622849.829094
30598,9490985.356730
30599,10590727.648880
30600,5534221.801669
30601,6375303.002085
30602,1860377.569291
30603,12211539.197948
30604,4735855.042364
30605,6842791.593063
30606,20147155.463467
30607,6585897.252538
30608,8647322.622327
30609,6190819.829357
30610,3303592.906348
30611,5736596.202081
30612,7483770.294417
30613,8849855.478943
30614,16781010.326897
30615,7848488.248947
30616,5895002.835914
30617,9398375.919299
30618,5152132.919242
30619,4586560.473467
30620,2905640.071802
30621,8912452.262329
30622,8131667.902133
30623,6252126.789353
30624,6652127.025886
30625,7641493.120477
30626,6524126.876507
30627,7707136.871099
30628,6570050.249241
30629,5335419.390545
30630,4324951.862874
30631,6331625.027349
30632,4324801.590350
30633,6249403.880621
30634,11149185.727279
30635,9557562.792364
30636,5667701.178639
30637,9471438.547951
30638,6035794.474429
30639,7488136.270601
30640,4593501.676208
30641,8415007.132577
30642,6615833.823473
30643,8042496.032233
30644,9511830.691760
30645,7504043.795264
30646,5529045.924478
30647,4935530.159474
30648,22407803.134467
30649,2557623.608460
30650,5159253.267285
30651,3467583.613455
30652,4685115.703145
30653,7751416.665449
30654,4704415.102179
30655,13949432.915705
30656,4020924.563391
30657,6462418.927965
30658,9272722.380614
30659,5120118.520279
30660,8689112.943049
30661,6718617.910960
30662,8195380.796568
30663,15953827.552567
30664,12048817.440305
30665,6333732.083665
30666,2858283.762393
30667,4119792.937455
30668,8410568.019199
30669,5160434.728643
30670,2804571.081053
30671,7463302.470839
30672,15795265.560228
30673,10450984.882271
30674,11876981.429290
30675,2081586.121835
30676,7241163.006412
30677,4533362.859485
30678,17429121.321414
30679,5926165.483796
30680,5253009.195859
30681,2534303.734703
30682,8553364.898526
30683,9712757.087967
30684,5080346.106970
30685,6944550.412788
30686,8945571.484786
30687,5178606.065757
30688,4594081.571819
30689,14408159.337821
30690,23155328.069320
30691,4629666.634971
30692,6253071.384052
30693,11318567.858238
30694,5631179.614087
30695,7501078.995663
30696,6554365.514797
30697,12148500.260729
30698,7511782.802291
30699,6018944.115326
30700,5278252.513866
30701,9507102.292607
30702,6289969.956963
30703,3955986.178061
30704,11613900.131164
30705,9039729.524860
30706,22770645.562752
30707,4020197.564475
30708,14090491.570306
30709,6190836.938562
30710,7346428.425678
30711,4835065.059663
30712,4218732.089262
30713,6227825.087881
30714,7089881.849151
30715,4001302.468056
30716,9700228.741703
30717,6531575.270267
30718,8471494.193221
30719,14276024.527564
30720,7284804.889531
30721,4705339.926215
30722,7290151.381669
30723,6380663.003616
30724,11623537.052157
30725,6813325.787535
30726,11657965.941293
30727,9539498.124507
30728,10339648.260508
30729,3659969.285135
30730,6160951.799571
30731,6635470.147857
30732,4635193.756248
30733,9739221.325401
30734,7077949.526147
30735,5644439.675034
30736,5597969.545815
30737,6863024.334237
30738,6297387.098850
30739,4601052.119112
30740,7186021.337169
30741,10622219.013669
30742,4426461.754659
30743,5191500.448592
30744,9251404.581594
30745,7190472.197481
30746,5759802.848470
30747,15359110.442954
30748,15022759.038588
30749,4864754.505625
30750,6464727.164347
30751,3435767.762163
30752,7987240.793828
30753,9500400.626172
30754,5708420.818888
30755,4905507.606089
30756,6530311.292114
30757,5493397.535492
30758,10456611.803311
30759,6300379.088113
30760,4347209.404412
30761,9464572.537044
30762,6575493.658103
30763,11927793.720831
30764,6098224.657899
30765,6093419.772157
30766,3824043.416091
30767,9824057.444851
30768,4620074.735817
30769,7339065.190216
30770,6247207.863375
30771,3216167.267690
30772,8467967.957375
30773,8103927.232001
30774,5862261.327929
30775,11641990.028199
30776,5790117.022377
30777,6108686.406841
30778,9064697.159238
30779,6710111.017211
30780,7656381.711180
30781,6749785.652176
30782,5443175.956242
30783,5495525.372994
30784,3734837.542411
30785,5415649.794067
30786,4445472.524770
30787,6395040.332377
30788,5738477.513937
30789,7588782.999975
30790,6463227.857855
30791,9946193.323537
30792,7147900.664354
30793,10087796.012795
30794,12731154.425422
30795,10788996.988347
30796,11575792.149423
30797,14486013.240852
30798,2917683.150205
30799,10373674.106159
30800,15320502.471320
30801,6492358.190403
30802,20826259.805369
30803,3058711.188592
30804,3887782.217849
30805,14251410.609277
30806,7103467.794678
30807,6200968.121265
30808,10660431.596129
30809,5083799.011923
30810,11108455.477767
30811,4570433.433075
30812,5589217.444689
30813,5315727.904502
30814,2645059.784417
30815,4087729.321219
30816,8212443.545123
30817,1908259.083740
30818,8002205.283138
30819,7940804.338748
30820,5376382.495315
30821,23394414.852107
30822,9053151.151873
30823,7353909.294639
30824,3777895.862097
30825,5488684.323866
30826,10243829.024389
30827,5391866.127413
30828,5888718.968839
30829,5573722.581997
30830,8761035.330581
30831,5574664.265737
30832,6159804.406119
30833,5296079.966711
30834,4264076.702143
30835,7875708.152503
30836,6509426.047391
30837,5475276.399998
30838,4542835.123261
30839,6162668.616881
30840,11256305.109388
30841,10961081.237151
30842,7182567.506075
30843,5662723.352325
30844,7026198.329199
30845,9329028.102233
30846,4601003.959027
30847,6046814.111195
30848,8702408.006417
30849,4569433.712217
30850,4016539.043789
30851,4845746.153243
30852,6834089.023171
30853,4217280.833759
30854,6040846.069176
30855,6895357.720175
30856,8800013.168351
30857,2465727.669639
30858,4522047.344989
30859,5888553.753940
30860,5989113.863941
30861,8574537.817703
30862,6528496.810617
30863,5650080.245555
30864,6425224.822415
30865,9619827.766593
30866,6955781.603345
30867,5978698.460940
30868,8521018.828169
30869,5690425.881096
30870,5076501.247153
30871,8435630.859303
30872,4632862.292315
30873,3881749.100195
30874,5112293.773501
30875,7278826.020381
30876,5106995.160382
30877,10119029.580181
30878,5575330.815112
30879,10041191.193265
30880,6393658.775795
30881,1788779.001695
30882,8789987.342734
30883,3669014.792746
30884,5645146.652264
30885,5204090.661897
30886,7570588.283173
30887,5670198.402823
30888,4669287.708413
30889,5217380.093287
30890,7354569.623410
30891,3661530.540637
30892,3755768.130437
30893,4470619.288280
30894,5537472.096601
30895,4390325.474474
30896,6159073.313928
30897,7814383.241889
30898,6757684.208592
30899,6751576.213783
30900,3441421.778791
30901,6779543.601707
30902,1905481.409429
30903,7022979.337384
30904,7747379.510517
30905,5622319.622003
30906,6060384.171285
30907,12535858.690359
30908,4287739.309165
30909,11509668.043125
30910,7148203.144722
30911,4170878.810847
30912,6538626.074907
30913,18066592.200929
30914,6104831.699341
30915,7506475.779177
30916,5445705.455732
30917,8302310.322362
30918,6672297.690153
30919,4620883.143971
30920,4903212.356115
30921,4033772.398653
30922,5576819.543175
30923,3476982.803173
30924,5148352.124265
30925,14151070.643966
30926,6461297.442996
30927,8011560.760792
30928,5204662.097593
30929,5179832.063411
30930,10239577.292879
30931,9619075.708118
30932,5078286.237473
30933,4720230.266408
30934,13150797.466141
30935,6683434.491556
30936,6946044.756062
30937,8862189.362009
30938,3388908.435030
30939,9074310.558975
30940,6612238.735730
30941,6283993.158006
30942,3746209.746878
30943,6384482.641629
30944,5000871.694433
30945,3472138.559738
30946,13107714.616509
30947,5852286.473300
30948,8314872.064761
30949,6222310.722609
30950,6246245.182275
30951,13010654.533576
30952,7694929.821524
30953,9740125.677189
30954,4784406.227179
30955,6405710.348254
30956,6559739.350612
30957,5905879.278131
30958,28483427.076973
30959,8137355.484805
30960,7559444.411689
30961,9072905.276505
30962,11012214.197984
30963,3796506.494675
30964,4452990.084569
30965,6941121.050458
30966,12387930.259636
30967,10993268.169524
30968,3461083.228505
30969,3654628.278599
30970,6491210.156684
30971,10406106.637501
30972,3826192.002698
30973,4912991.332692
30974,5090790.580859
30975,7518617.991333
30976,5188636.305133
30977,6246572.173823
30978,7816806.472542
30979,3325608.830459
30980,7054140.108167
30981,5767575.257670
30982,6678624.452039
30983,4010547.854291
30984,5649881.299011
30985,3637951.822693
30986,9590911.508730
30987,8709808.834653
30988,6335227.558050
30989,7586469.788383
30990,12544545.105682
30991,8876356.773511
30992,2938055.417811
30993,7468405.569298
30994,4717824.194798
30995,6993059.389693
30996,5704271.890037
30997,6999844.262341
30998,6084899.131765
30999,6820946.009225
31000,8204250.490166
31001,6499105.240989
31002,9410978.286730
31003,8983575.886909
31004,4251318.360447
31005,2803869.432663
31006,7628883.845627
31007,5115699.643567
31008,5579920.000075
31009,6477223.974243
31010,6517474.576575
31011,4200586.294415
31012,5807390.184462
31013,6946757.576605
31014,14063770.057604
31015,7444884.502355
31016,4128250.615633
31017,9272916.479097
31018,5529599.774617
31019,4455582.632839
31020,6661942.850293
31021,11746822.842154
31022,19086359.636240
31023,9484455.610607
31024,4797393.193863
31025,6178777.068703
31026,6203048.031853
31027,4415332.292542
31028,4073174.812608
31029,8444211.714651
31030,6525888.224290
31031,8314559.755677
31032,9477288.148799
31033,8607380.180333
31034,6908857.981399
31035,9479313.828041
31036,6927323.516631
31037,24665539.450567
31038,4336290.638887
31039,8442518.556705
31040,5808967.186087
31041,4321418.711162
31042,3591892.676447
31043,6358553.216781
31044,8709772.578735
31045,7394247.884653
31046,12284488.313175
31047,8119670.426797
31048,5928369.857818
31049,5468286.320714
31050,7606303.457120
31051,6289641.616271
31052,3853623.611707
31053,14235361.819435
31054,6283235.185389
31055,5573933.394548
31056,12004934.367755
31057,5642540.905599
31058,7003792.864863
31059,2934299.690365
31060,6976195.200137
31061,6653041.499671
31062,6195687.693007
31063,3527891.970890
31064,5044230.514341
31065,9954549.985309
31066,4508389.334017
31067,8567516.540663
31068,4127488.736889
31069,4709163.009207
31070,4536395.530849
31071,3242262.301661
31072,8052314.120099
31073,1778749.771207
31074,7262059.061522
31075,5956109.249555
31076,6451991.348498
31077,5618809.975751
31078,4365560.460465
31079,5109940.136554
31080,6552596.302322
31081,2899671.171272
31082,10590899.720573
31083,4951650.138212
31084,9262352.203053
31085,10841851.790333
31086,3753149.955734
31087,4885233.782790
31088,7872934.642511
31089,6517078.072511
31090,31747094.036153
31091,3453693.113379
31092,6869787.248313
31093,6248930.657609
31094,6329835.500181
31095,5051035.400517
31096,18684260.251940
31097,10801976.672680
31098,9607259.512163
31099,18953058.100379
31100,4868918.213142
31101,4080175.195495
31102,6068122.360103
31103,10457186.530372
31104,5260002.012739
31105,8493224.937185
31106,4248067.658828
31107,9299349.344526
31108,6669595.320588
31109,5257680.563597
31110,9078319.379729
31111,10707263.208387
31112,5715204.764835
31113,3524476.705092
31114,4649666.564427
31115,5243224.314905
31116,5930649.800194
31117,6162911.476915
31118,3902310.404893
31119,3236062.093148
31120,5536303.452097
31121,6132458.969657
31122,5819109.350253
31123,4941367.625193
31124,5323385.565887
31125,9600603.831915
31126,17251709.556140
31127,5615698.111579
31128,6104016.732712
31129,5486888.467586
31130,11999977.640075
31131,7770047.225217
31132,9054575.916399
31133,10268816.339500
31134,6332851.469657
31135,9799970.206637
31136,9842896.806983
31137,4509964.691025
31138,6954692.987881
31139,3854493.730765
31140,7370438.657818
31141,7227786.223924
31142,9323598.100761
31143,5070523.958375
31144,3823974.323211
31145,5868918.585839
31146,5469642.451632
31147,13072289.876234
31148,6058091.884163
31149,1960674.195191
31150,8327271.531023
31151,4991401.153349
31152,8178009.697134
31153,5215103.480849
31154,15570880.704249
31155,6357556.041831
31156,8354162.713377
31157,4525051.101359
31158,9242365.367326
31159,6153168.918039
31160,5398089.656062
31161,3454962.288175
31162,4683255.162589
31163,5599670.336562
31164,5796597.989802
31165,6450701.747215
31166,5651369.895021
31167,7499325.048153
31168,10865904.649823
31169,7622319.491987
31170,5694553.763703
31171,12277844.762936
31172,5087813.020791
31173,10053946.113153
31174,9582316.117259
31175,15761796.558333
31176,4808896.701468
31177,8076858.929614
31178,4253246.014543
31179,4734331.821391
31180,4160353.305092
31181,8691811.385619
31182,6243731.079241
31183,8097701.415333
31184,5110147.180137
31185,4261480.281949
31186,8401101.290083
31187,3580334.872696
31188,4894412.072065
31189,4965574.290956
31190,7109757.056883
31191,12449723.311969
31192,3890228.793606
31193,5513777.418465
31194,9554342.824994
31195,7774073.061853
31196,4957730.327918
31197,14232644.463585
31198,5638800.080971
31199,6546456.203462
31200,10205947.359364
31201,3836667.316059
31202,3720020.590627
31203,6504282.913670
31204,3605610.569445
31205,8079876.937604
31206,5707545.738254
31207,4184911.782467
31208,4974213.546862
31209,4130061.189594
31210,5480294.527963
31211,7475435.383065
31212,4978513.302080
31213,10497066.589516
31214,6720702.150503
31215,4631553.184373
31216,5641254.174532
31217,6944461.116783
31218,8210773.179143
31219,3636838.611391
31220,7205428.941748
31221,3753975.734273
31222,6741616.064522
31223,9366462.699277
31224,7052943.947192
31225,11439412.561759
31226,6177572.550061
31227,9195001.353640
31228,10554257.393449
31229,4025900.791193
31230,5535039.027601
31231,4142246.504903
31232,7101120.348868
31233,6387719.054880
31234,6248518.547949
31235,5447243.147249
31236,6322812.266617
31237,10577136.759185
31238,6551203.361444
31239,11948283.147639
31240,6551158.758429
31241,6322991.257274
31242,7069876.112874
31243,3720540.334994
31244,7152510.822233
31245,7694539.214304
31246,10333237.699402
31247,5486375.542688
31248,7151254.198081
31249,9412287.028071
31250,5763698.237547
31251,7027025.436062
31252,6370275.635379
31253,8616385.163075
31254,5836520.061135
31255,11587764.193056
31256,6611224.616743
31257,5138941.727289
31258,8983427.210398
31259,10014676.495236
31260,7790571.220274
31261,20303996.306719
31262,5616524.875893
31263,6042059.430497
31264,3833502.035855
31265,10692119.539227
31266,7676256.924617
31267,3676587.961684
31268,4308078.498754
31269,7894920.587682
31270,4144570.609146
31271,5469353.059270
31272,16156394.756811
31273,7405506.225901
31274,5786794.713581
31275,6201373.808657
31276,5630583.815959
31277,4963584.208128
31278,13497168.206945
31279,13005592.843977
31280,7691016.212921
31281,6683852.627229
31282,11725752.606621
31283,6476010.564047
31284,3995082.246063
31285,5070213.035879
31286,7688363.827124
31287,9569980.349857
31288,4207553.677801
31289,8973719.857657
31290,5865968.318685
31291,6576818.352518
31292,3714233.391647
31293,6965681.880647
31294,3884852.369534
31295,17088992.293557
31296,9470682.817657
31297,6908738.281421
31298,3692294.088998
31299,9380668.656519
31300,6957123.322835
31301,6153893.344761
31302,5320343.882617
31303,8057638.023741
31304,6892112.831451
31305,9001123.122277
31306,3212723.315181
31307,6055147.529553
31308,7976902.728534
31309,8384121.708273
31310,51150180.592913
31311,5246776.990823
31312,5395204.444133
31313,11828583.731160
31314,6480356.690017
31315,9540094.718681
31316,10587085.301913
31317,17936165.837392
31318,8356053.837219
31319,6635371.270082
31320,6035190.492349
31321,6547442.993591
31322,7888712.299525
31323,7949447.014309
31324,6758927.166947
31325,6132119.060930
31326,5453569.567123
31327,7506494.952751
31328,11554295.066302
31329,5536251.780803
31330,9701230.632830
31331,8412551.448203
31332,5555655.130705
31333,5082067.843493
31334,4227272.632994
31335,7334851.358434
31336,8102690.536652
31337,7452424.168109
31338,4285314.976564
31339,4659816.465138
31340,6589297.760730
31341,9398010.854704
31342,5087870.105251
31343,3368570.137184
31344,3952063.994203
31345,4926568.704607
31346,3698601.727035
31347,8440091.737993
31348,11234266.769635
31349,10738441.994061
31350,3515405.366065
31351,5338474.012207
31352,9476614.793357
31353,4959879.356243
31354,7338086.707764
31355,9080739.804905
31356,4387365.425378
31357,5125436.950877
31358,2497521.062897
31359,6389819.314643
31360,9362768.526369
31361,4685990.158376
31362,9592970.811841
31363,5126112.547915
31364,3567380.719061
31365,3659737.987250
31366,6724228.779687
31367,9471898.552961
31368,6306908.734138
31369,4219279.387572
31370,9188419.627456
31371,8361464.544761
31372,6829737.489502
31373,5200846.434602
31374,6080868.577106
31375,5615369.553767
31376,6525386.773331
31377,8775550.820755
31378,5657686.652137
31379,29324993.100707
31380,4467922.654183
31381,7766944.990832
31382,5231937.366861
31383,7788432.022831
31384,20277876.315967
31385,12323980.376633
31386,9121267.437612
31387,11827951.629461
31388,5144871.222059
31389,4359347.607466
31390,7333215.272716
31391,5173111.241491
31392,9924395.910503
31393,8600884.083735
31394,5517363.452109
31395,4139256.448229
31396,8857930.176078
31397,6388872.961972
31398,2670352.992589
31399,11392239.483722
31400,4374061.762459
31401,10658339.798411
31402,9199854.650559
31403,5078362.673097
31404,4522256.777154
31405,4157184.376813
31406,6175341.543366
31407,3476101.916057
31408,6243582.727067
31409,3794312.189417
31410,10796330.068757
31411,7816418.546067
31412,10296477.260085
31413,7606947.618950
31414,4532853.927922
31415,14490508.818484
31416,6389671.581019
31417,4879290.067755
31418,7499536.182224
31419,9666322.959044
31420,8794679.889043
31421,6556936.289466
31422,6346796.806863
31423,6607106.773011
31424,18864186.730427
31425,5854528.245488
31426,4575652.773270
31427,7139433.919685
31428,7867906.151528
31429,12691826.308249
31430,4583009.926459
31431,5248909.566504
31432,4988850.274001
31433,6139233.886362
31434,3795292.266397
31435,10708364.571763
31436,9219414.920695
31437,11990143.277155
31438,8230017.738438
31439,10309927.900362
31440,6636129.067706
31441,6551466.720596
31442,7207189.538431
31443,11657625.586034
31444,6438315.395724
31445,9672090.541407
31446,13006757.182159
31447,6151840.113136
31448,8046109.050756
31449,7641797.684499
31450,6420483.713135
31451,7796546.101632
31452,10905938.731342
31453,3209570.893329
31454,5466223.308373
31455,7510131.610591
31456,5000459.663354
31457,5187590.036803
31458,15898875.831159
31459,7766527.964599
31460,5104778.191201
31461,4619694.892547
31462,3675027.869330
31463,5224919.841711
31464,7469597.482747
31465,5146163.850969
31466,46426307.876127
31467,3278142.048037
31468,13614841.410215
31469,4929090.281777
31470,5183481.434583
31471,12141654.604300
31472,2727750.534661
31473,7397336.348140
31474,4234133.530489
31475,7135200.246543
31476,20832083.102633
31477,7034527.086983
31478,5143783.379574
31479,5987114.108191
31480,9051490.431263
31481,8248389.160078
31482,10157064.452889
31483,9049557.303230
31484,6323011.844207
31485,3321909.178488
31486,2966762.038019
31487,4699552.433381
31488,14105825.933181
31489,7764415.888857
31490,4032744.172942
31491,5892591.277494
31492,8055049.106707
31493,9167724.671211
31494,5344374.551897
31495,5312941.982892
31496,8451023.915517
31497,4489918.063685
31498,6086107.937497
31499,10837334.657938
31500,9976180.848753
31501,8992396.477173
31502,9269785.794201
31503,5314771.302109
31504,9591987.432792
31505,18614270.696546
31506,7302763.341215
31507,6454958.857721
31508,6413914.534757
31509,5494142.364177
31510,5567184.847057
31511,5024328.546979
31512,5784051.850971
31513,21602946.307147
31514,18377880.113200
31515,2099632.624571
31516,16300586.049829
31517,5721768.716153
31518,7564322.613659
31519,6026286.039135
31520,6236008.742382
31521,4845629.824841
31522,4197648.707603
31523,6714861.024823
31524,8956683.687842
31525,10872460.074525
31526,5570161.319078
31527,6786548.306600
31528,4487850.527240
31529,5800314.809801
31530,5942451.153667
31531,8770373.407304
31532,5637172.139964
31533,14126413.773173
31534,7687565.030375
31535,9992267.298415
31536,7467030.268999
31537,4284693.474801
31538,4881707.032547
31539,3714132.626184
31540,9207810.217602
31541,2990971.446478
31542,5571178.675384
31543,3659931.848942
31544,4943202.648637
31545,7644211.780485
31546,12061050.944943
31547,5913747.587477
31548,5577268.431689
31549,5758328.447256
